,Subway Entrance,Subway Entrance Latitude,Subway Entrance Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Bronx Park East,40.849163776127924,-73.86845298749513,Park
1,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Park Billiards,40.85097033138885,-73.86779189606801,Pool Hall
2,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Morris Park Pizza,40.844961992094355,-73.867605559151,Pizza Place
3,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,New Morris Deli,40.84652921587026,-73.86387374550078,Deli / Bodega
4,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Cafe Colonial,40.85249479589834,-73.86765418322204,Spanish Restaurant
5,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Anthony's Pizza,40.84526932730098,-73.86609972700784,Pizza Place
6,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Dunkin Donuts,40.84534574587194,-73.86594183933315,Donut Shop
7,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Istanbul Cafe,40.84753966208403,-73.8674130797059,Hookah Bar
8,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Staples,40.8520502,-73.8674958,Paper / Office Supplies Store
9,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,wallace avenue,40.84851836136707,-73.86416326910829,Moving Target
10,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,The Grill House,40.849630870131705,-73.86407138656517,Middle Eastern Restaurant
11,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Frank's Place Deli- Grocery,40.84958372416539,-73.86395819228596,Deli / Bodega
12,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,New Wallace Grocery,40.85221704046008,-73.8650040880691,Deli / Bodega
13,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Brady Courtyard,40.85222246761083,-73.86498668386571,Garden
14,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,FLATLINE SKATESHOP,40.84546462336427,-73.86609853518799,Board Shop
15,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Best Way Mini Market,40.84516330515872,-73.86660543298116,Deli / Bodega
16,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,Golden Eagle II,40.84517550929076,-73.86641555260377,Diner
17,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,3D Deli Grocery,40.84652668925989,-73.86390534155443,Deli / Bodega
18,Birchall Ave & Sagamore St at NW corner,40.84916900104506,-73.86835600032798,E & J Liquor Inc.,40.84528755284558,-73.86563912656847,Liquor Store
19,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Bronx Park East,40.849163776127924,-73.86845298749513,Park
20,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Park Billiards,40.85097033138885,-73.86779189606801,Pool Hall
21,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Morris Park Pizza,40.844961992094355,-73.867605559151,Pizza Place
22,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,New Morris Deli,40.84652921587026,-73.86387374550078,Deli / Bodega
23,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Cafe Colonial,40.85249479589834,-73.86765418322204,Spanish Restaurant
24,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Anthony's Pizza,40.84526932730098,-73.86609972700784,Pizza Place
25,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Dunkin Donuts,40.84534574587194,-73.86594183933315,Donut Shop
26,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Istanbul Cafe,40.84753966208403,-73.8674130797059,Hookah Bar
27,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Staples,40.8520502,-73.8674958,Paper / Office Supplies Store
28,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,wallace avenue,40.84851836136707,-73.86416326910829,Moving Target
29,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,The Grill House,40.849630870131705,-73.86407138656517,Middle Eastern Restaurant
30,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Frank's Place Deli- Grocery,40.84958372416539,-73.86395819228596,Deli / Bodega
31,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,New Wallace Grocery,40.85221704046008,-73.8650040880691,Deli / Bodega
32,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Brady Courtyard,40.85222246761083,-73.86498668386571,Garden
33,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,FLATLINE SKATESHOP,40.84546462336427,-73.86609853518799,Board Shop
34,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Best Way Mini Market,40.84516330515872,-73.86660543298116,Deli / Bodega
35,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,3D Deli Grocery,40.84652668925989,-73.86390534155443,Deli / Bodega
36,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,Golden Eagle II,40.84517550929076,-73.86641555260377,Diner
37,Birchall Ave & Sagamore St at NE corner,40.84912800131844,-73.86821300022677,E & J Liquor Inc.,40.84528755284558,-73.86563912656847,Liquor Store
38,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,River Park,40.84306197093502,-73.87752023628035,Park
39,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
40,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Wild Asia Monorail,40.84528529800098,-73.87578803131166,Zoo
41,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Dunkin Donuts,40.84010119902915,-73.87664166750253,Donut Shop
42,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Clean Jeans Dry Cleaners,40.840219,-73.870809,Dry Cleaner
43,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
44,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
45,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
46,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Asia Gate,40.84444358939004,-73.87733074138687,Zoo
47,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
48,Morris Park Ave & 180th St at NW corner,40.84122300105249,-73.87349900050798,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
49,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
50,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,River Park,40.84306197093502,-73.87752023628035,Park
51,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Stop & Shop,40.838213418233,-73.88385996222496,Supermarket
52,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
53,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Subway Restaurant,40.84089660644531,-73.87959289550781,Sandwich Place
54,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
55,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,GameStop,40.837857738527404,-73.88403185848986,Video Game Store
56,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Liqour & Wine Warehouse,40.83764695176369,-73.88359906312165,Liquor Store
57,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Family Dollar,40.841417,-73.883174,Discount Store
58,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Dunkin Donuts,40.84010119902915,-73.87664166750253,Donut Shop
59,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Chase Bank,40.837821697277214,-73.88288762698363,Bank
60,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Dippin Dots,40.84159269746876,-73.87954150374226,Ice Cream Shop
61,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
62,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,MTA Subway - West Farms Square/E Tremont Av (2/5),40.84024540098636,-73.88002384857748,Metro Station
63,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
64,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
65,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
66,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,M.A.C. @ Grand Central Terminal,40.84008417671589,-73.88046599696642,Cosmetics Shop
67,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
68,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
69,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,H and R Wines and Liquors,40.840129,-73.87646,Liquor Store
70,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
71,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Family Department Store,40.841618300920736,-73.88334855030676,Department Store
72,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Alitalia Pizzeria Restaurant,40.840023326199095,-73.87585497185644,Pizza Place
73,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
74,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Vyse City,40.84404386196277,-73.88079874091243,Clothing Store
75,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
76,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
77,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Vidalia Park,40.84434023892913,-73.88150645421123,Park
78,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Asia Gate,40.84444358939004,-73.87733074138687,Zoo
79,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,Nature Trek,40.84480986624829,-73.87814013902106,Zoo Exhibit
80,Boston Rd & 178th St at SW corner,40.84081500075867,-73.87962300013866,MTA MaBSTOA Bus Bx21 / Bx40 / Bx42 / BxM10 at East Tremont & Morris Park Avenues,40.84007616537736,-73.87381643925367,Bus Line
81,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
82,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,River Park,40.84306197093502,-73.87752023628035,Park
83,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Stop & Shop,40.838213418233,-73.88385996222496,Supermarket
84,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
85,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Subway Restaurant,40.84089660644531,-73.87959289550781,Sandwich Place
86,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
87,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,GameStop,40.837857738527404,-73.88403185848986,Video Game Store
88,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Liqour & Wine Warehouse,40.83764695176369,-73.88359906312165,Liquor Store
89,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,GNC,40.83801049296167,-73.88427972793579,Supplement Shop
90,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Family Dollar,40.841417,-73.883174,Discount Store
91,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,T-Mobile,40.83773214613103,-73.88460360467434,Mobile Phone Shop
92,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Dunkin Donuts,40.84010119902915,-73.87664166750253,Donut Shop
93,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Chase Bank,40.837821697277214,-73.88288762698363,Bank
94,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Subway,40.837799501349714,-73.88411575659069,Sandwich Place
95,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Dippin Dots,40.84159269746876,-73.87954150374226,Ice Cream Shop
96,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
97,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,MTA Subway - West Farms Square/E Tremont Av (2/5),40.84024540098636,-73.88002384857748,Metro Station
98,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
99,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
100,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
101,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,M.A.C. @ Grand Central Terminal,40.84008417671589,-73.88046599696642,Cosmetics Shop
102,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
103,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
104,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Foot Locker,40.8378913,-73.8845068,Shoe Store
105,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
106,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,H and R Wines and Liquors,40.840129,-73.87646,Liquor Store
107,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Family Department Store,40.841618300920736,-73.88334855030676,Department Store
108,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
109,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Alitalia Pizzeria Restaurant,40.840023326199095,-73.87585497185644,Pizza Place
110,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
111,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
112,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Vyse City,40.84404386196277,-73.88079874091243,Clothing Store
113,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Vidalia Park,40.84434023892913,-73.88150645421123,Park
114,Boston Rd & E Tremont Ave at NW corner,40.840434000875874,-73.88000500027815,Asia Gate,40.84444358939004,-73.87733074138687,Zoo
115,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
116,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,River Park,40.84306197093502,-73.87752023628035,Park
117,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Stop & Shop,40.838213418233,-73.88385996222496,Supermarket
118,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
119,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Subway Restaurant,40.84089660644531,-73.87959289550781,Sandwich Place
120,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,GameStop,40.837857738527404,-73.88403185848986,Video Game Store
121,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
122,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Liqour & Wine Warehouse,40.83764695176369,-73.88359906312165,Liquor Store
123,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,GNC,40.83801049296167,-73.88427972793579,Supplement Shop
124,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Family Dollar,40.841417,-73.883174,Discount Store
125,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Dunkin Donuts,40.84010119902915,-73.87664166750253,Donut Shop
126,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,T-Mobile,40.83773214613103,-73.88460360467434,Mobile Phone Shop
127,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Chase Bank,40.837821697277214,-73.88288762698363,Bank
128,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Subway,40.837799501349714,-73.88411575659069,Sandwich Place
129,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Dippin Dots,40.84159269746876,-73.87954150374226,Ice Cream Shop
130,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
131,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,MTA Subway - West Farms Square/E Tremont Av (2/5),40.84024540098636,-73.88002384857748,Metro Station
132,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
133,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
134,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
135,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,M.A.C. @ Grand Central Terminal,40.84008417671589,-73.88046599696642,Cosmetics Shop
136,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
137,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
138,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
139,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Foot Locker,40.8378913,-73.8845068,Shoe Store
140,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,H and R Wines and Liquors,40.840129,-73.87646,Liquor Store
141,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
142,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Family Department Store,40.841618300920736,-73.88334855030676,Department Store
143,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Alitalia Pizzeria Restaurant,40.840023326199095,-73.87585497185644,Pizza Place
144,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
145,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
146,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Vyse City,40.84404386196277,-73.88079874091243,Clothing Store
147,Boston Rd & E Tremont Ave at NE corner,40.84035400111976,-73.87983300021861,Vidalia Park,40.84434023892913,-73.88150645421123,Park
148,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
149,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,River Park,40.84306197093502,-73.87752023628035,Park
150,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
151,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Stop & Shop,40.838213418233,-73.88385996222496,Supermarket
152,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Subway Restaurant,40.84089660644531,-73.87959289550781,Sandwich Place
153,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
154,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,GameStop,40.837857738527404,-73.88403185848986,Video Game Store
155,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Liqour & Wine Warehouse,40.83764695176369,-73.88359906312165,Liquor Store
156,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,GNC,40.83801049296167,-73.88427972793579,Supplement Shop
157,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Dunkin Donuts,40.84010119902915,-73.87664166750253,Donut Shop
158,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Family Dollar,40.841417,-73.883174,Discount Store
159,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Chase Bank,40.837821697277214,-73.88288762698363,Bank
160,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Subway,40.837799501349714,-73.88411575659069,Sandwich Place
161,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Dippin Dots,40.84159269746876,-73.87954150374226,Ice Cream Shop
162,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
163,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,MTA Subway - West Farms Square/E Tremont Av (2/5),40.84024540098636,-73.88002384857748,Metro Station
164,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
165,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
166,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
167,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,M.A.C. @ Grand Central Terminal,40.84008417671589,-73.88046599696642,Cosmetics Shop
168,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
169,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
170,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,H and R Wines and Liquors,40.840129,-73.87646,Liquor Store
171,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
172,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Alitalia Pizzeria Restaurant,40.840023326199095,-73.87585497185644,Pizza Place
173,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
174,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Family Department Store,40.841618300920736,-73.88334855030676,Department Store
175,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
176,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Vyse City,40.84404386196277,-73.88079874091243,Clothing Store
177,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
178,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Vidalia Park,40.84434023892913,-73.88150645421123,Park
179,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Asia Gate,40.84444358939004,-73.87733074138687,Zoo
180,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,Nature Trek,40.84480986624829,-73.87814013902106,Zoo Exhibit
181,Boston Rd & 178th St at SE corner,40.84063900116436,-73.8795549998336,MTA MaBSTOA Bus Bx21 / Bx40 / Bx42 / BxM10 at East Tremont & Morris Park Avenues,40.84007616537736,-73.87381643925367,Bus Line
182,Boston Rd & 178th St at NW corner,40.84107800066419,-73.87939700013239,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
183,Boston Rd & 178th St at NW corner,40.84107800066419,-73.87939700013239,River Park,40.84306197093502,-73.87752023628035,Park
184,Boston Rd & 178th St at NW corner,40.84107800066419,-73.87939700013239,JungleWorld,40.84522652894162,-73.8771813890588,Zoo
185,Boston Rd & 178th St at NW corner,40.84107800066419,-73.87939700013239,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
186,Boston Rd & 178th St at NW corner,40.84107800066419,-73.87939700013239,Stop & Shop,40.838213418233,-73.88385996222496,Supermarket
